case_number,time_reported,time_started,time_ended,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202200512,2022-04-02 00:46:00,2022-04-02 00:45:59,2022-04-02 00:46:00,"1598 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202200511,2022-04-01 22:06:00,2022-04-01 21:35:59,2022-04-01 22:06:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200510,2022-04-01 23:16:52,2022-04-01 23:16:51,2022-04-01 23:16:52,"115 W BUSINESS LOOP 70, COLUMBIA MO, 65203     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202200509,2022-04-01 15:34:00,2022-03-31 11:50:00,2022-03-31 11:52:00,"311 S SIXTH ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202200508,2022-04-01 14:08:30,2022-04-01 14:05:00,2022-04-01 14:05:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200507,2022-04-01 11:25:00,2022-04-01 11:14:00,2022-04-01 11:14:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202200506,2022-04-01 01:45:00,2022-04-01 01:45:00,2022-04-01 01:45:00,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202200506,2022-04-01 01:45:00,2022-04-01 01:45:00,2022-04-01 01:45:00,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202200505,2022-03-31 19:56:00,2022-03-23 01:00:00,2022-03-23 01:00:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200504,2022-03-31 19:25:00,2022-03-31 19:25:00,2022-03-31 19:25:00,"1203 PAQUIN ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202200503,2022-03-30 17:08:00,2022-03-30 17:08:00,2022-03-30 17:08:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200502,2022-03-30 14:40:01,2022-03-30 14:40:00,2022-03-30 14:40:01,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200501,2022-03-29 18:32:00,2022-03-23 06:30:00,2022-03-28 21:03:00,"2001 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202200500,2022-03-29 06:30:00,2022-03-29 06:30:00,2022-03-29 06:30:00,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202200499,2022-03-29 00:10:00,2022-03-29 00:09:59,2022-03-29 00:10:00,"1199 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200499,2022-03-29 00:10:00,2022-03-29 00:09:59,2022-03-29 00:10:00,"1199 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202200499,2022-03-29 00:10:00,2022-03-29 00:09:59,2022-03-29 00:10:00,"1199 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DWI,DRUG - NARCOTIC,CLEARED BY ARREST
202200498,2022-03-28 14:52:00,2022-03-12 00:00:00,2022-03-28 14:52:00,"1133 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202200497,2022-04-04 15:20:59,2022-03-28 11:50:00,2022-03-28 11:52:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202200496,2022-03-28 08:04:00,2022-03-28 07:55:00,2022-03-28 07:55:00,"605 ELM ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202200495,2022-03-28 04:24:46,2022-03-28 02:05:00,2022-03-28 02:05:00,"1699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202200494,2022-03-27 13:54:51,2022-03-27 11:40:05,2022-03-27 13:54:51,"1095 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202200493,2022-03-27 01:57:00,2022-03-27 01:56:59,2022-03-27 01:57:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200492,2022-03-27 01:34:00,2022-03-27 01:33:59,2022-03-27 01:34:00,"1024 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202200491,2022-03-26 23:54:00,2022-03-26 23:53:59,2022-03-26 23:54:00,"0 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202200490,2022-03-26 00:53:00,2022-03-26 00:53:00,2022-03-26 00:53:00,"799 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200489,2022-03-25 23:00:00,2022-03-25 21:30:00,2022-03-25 22:30:00,"700 HITT ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202200488,2022-03-25 17:39:00,2022-03-25 17:20:59,2022-03-25 17:39:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200487,2022-03-25 10:04:29,2022-03-25 08:55:00,2022-03-25 08:55:00,"502 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202200486,2022-03-25 08:30:00,2022-03-25 08:30:00,2022-03-25 08:30:00,"1007 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202200485,2022-03-25 00:52:00,2022-03-25 00:52:00,2022-03-25 00:52:00,"299 E STEWART RD, COLUMBIA MO, 65203     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202200484,2022-03-25 00:35:00,2022-03-25 00:35:00,2022-03-25 00:35:00,"799 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202200484,2022-03-25 00:35:00,2022-03-25 00:35:00,2022-03-25 00:35:00,"799 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202200483,2022-03-24 22:40:00,2022-03-24 22:39:59,2022-03-24 22:40:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200483,2022-03-24 22:40:00,2022-03-24 22:39:59,2022-03-24 22:40:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202200482,2022-03-24 21:41:00,2022-03-24 21:40:59,2022-03-24 21:41:00,"699 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202200481,2022-03-24 21:16:00,2022-03-24 21:16:00,2022-03-24 21:16:00,"1024 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200481,2022-03-24 21:16:00,2022-03-24 21:16:00,2022-03-24 21:16:00,"1024 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200480,2022-02-24 17:43:00,2022-02-22 18:00:00,2022-02-24 17:43:00,"306 HITT ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202200479,2022-03-24 17:03:00,2022-03-24 17:03:00,2022-03-24 17:03:00,"1598 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202200478,2022-03-24 10:09:00,2022-03-24 10:09:00,2022-03-24 10:09:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202200477,2022-03-24 00:26:00,2022-03-24 00:26:00,2022-03-24 00:26:00,"902 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202200476,2022-03-23 22:43:00,2022-03-23 22:43:00,2022-03-23 22:43:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200476,2022-03-23 22:43:00,2022-03-23 22:43:00,2022-03-23 22:43:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200475,2022-03-23 19:36:00,2022-03-20 01:57:00,2022-03-20 02:15:00,"507 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,EXCEPTIONALLY CLEARED
202200474,2022-03-23 18:29:00,2022-03-23 18:28:59,2022-03-23 18:29:00,"1299 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202200473,2022-03-23 14:41:00,2022-03-23 14:41:00,2022-03-23 14:41:00,"15 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202200472,2022-03-23 14:02:00,2022-03-18 06:00:00,2022-03-20 20:00:00,"1000 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202200471,2022-03-23 13:23:00,2022-03-23 13:23:00,2022-03-23 13:23:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202200470,2022-03-24 08:40:28,2022-03-23 09:10:00,2022-03-23 09:18:00,"949 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200469,2022-03-23 01:25:00,2022-03-23 01:25:00,2022-03-23 01:25:00,"1007 LOT-TIGER AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200469,2022-03-23 01:25:00,2022-03-23 01:25:00,2022-03-23 01:25:00,"1007 LOT-TIGER AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200469,2022-03-23 01:25:00,2022-03-23 01:25:00,2022-03-23 01:25:00,"1007 LOT-TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202200469,2022-03-23 01:25:00,2022-03-23 01:25:00,2022-03-23 01:25:00,"1007 LOT-TIGER AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202200468,2022-03-23 00:21:00,2022-03-23 00:20:59,2022-03-23 00:29:00,"199 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200468,2022-03-23 00:21:00,2022-03-23 00:20:59,2022-03-23 00:29:00,"199 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202200467,2022-03-22 22:08:00,2022-03-22 22:08:00,2022-03-22 22:08:00,"1024 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200467,2022-03-22 22:08:00,2022-03-22 22:08:00,2022-03-22 22:08:00,"1024 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202200466,2022-03-22 21:13:00,2022-03-22 21:13:00,2022-03-22 21:13:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200465,2022-03-22 20:21:00,2022-03-22 20:20:59,2022-03-22 20:21:00,"912 RICHMOND AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200464,2022-03-23 07:39:21,2022-03-22 14:00:00,2022-03-22 14:15:00,"799 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,INACTIVE (MUPD ONLY)
202200463,2022-03-21 00:00:00,2022-03-20 00:00:00,1970-01-01 00:00:00,"1007 TIGER AVE, COLUMBIA MO,           ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,UNFOUNDED
202200462,2022-03-22 03:07:00,2022-03-22 03:06:59,2022-03-22 03:07:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202200461,2022-03-21 00:00:00,2022-03-21 00:00:00,2022-03-21 00:00:00,"309 HITT ST, COLUMBIA MO, 65201     ", ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202200460,2022-03-21 13:50:00,2022-03-21 13:25:00,2022-03-21 13:50:00,"309 HITT ST, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202200459,2022-03-21 13:04:00,2022-03-21 13:00:00,2022-03-21 13:00:00,"1004 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202200458,2022-03-20 21:59:00,2022-03-20 21:10:00,2022-03-20 21:10:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200458,2022-03-20 21:59:00,2022-03-20 21:10:00,2022-03-20 21:10:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,ASSAULT-SIMPLE,CLEARED BY ARREST
202200457,2022-03-20 22:03:00,2022-03-20 22:03:00,2022-03-20 22:03:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200456,2022-03-21 00:00:00,2022-03-20 23:59:59,2022-03-21 00:00:00,"699 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202200455,2022-03-20 13:14:34,2022-03-20 13:14:33,2022-03-20 13:14:34,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202200454,2022-03-20 04:23:00,2022-03-20 04:22:59,2022-03-20 04:23:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202200453,2022-03-20 00:36:00,2022-03-20 00:36:00,2022-03-20 00:36:00,"1007 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202200452,2022-03-19 23:16:00,2022-03-19 23:16:00,2022-03-19 23:16:00,"499 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202200451,2022-03-19 22:49:00,2022-03-19 22:48:59,2022-03-19 22:49:00,"699 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200451,2022-03-19 22:49:00,2022-03-19 22:48:59,2022-03-19 22:49:00,"699 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202200450,2022-03-19 17:14:00,2022-03-19 17:11:49,2022-03-19 17:11:50,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202200449,2022-03-19 16:35:00,2022-03-19 16:35:00,2022-03-19 16:35:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202200448,2022-03-19 15:22:00,2022-03-19 15:22:00,2022-03-19 15:22:00,"1199 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200447,2022-03-19 06:34:00,2022-03-19 06:34:00,2022-03-19 06:34:00,"404 N KEENE ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202200447,2022-03-19 06:34:00,2022-03-19 06:34:00,2022-03-19 06:34:00,"404 N KEENE ST, COLUMBIA MO, 65201     ",NO  ,WEAPONS LAW,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202200447,2022-03-19 06:34:00,2022-03-19 06:34:00,2022-03-19 06:34:00,"404 N KEENE ST, COLUMBIA MO, 65201     ",NO  ,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202200446,2022-03-19 02:24:00,2022-03-19 02:24:00,2022-03-19 02:24:00,"800 HITT ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202200445,2022-03-19 02:12:00,2022-03-19 02:12:00,2022-03-19 02:12:00,"301 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202200444,2022-03-18 23:44:00,2022-03-18 23:44:00,2022-03-18 23:44:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200444,2022-03-18 23:44:00,2022-03-18 23:44:00,2022-03-18 23:44:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202200443,2022-03-18 16:29:00,2022-03-18 15:00:59,2022-03-18 16:00:00,"810 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED
202200442,2022-03-18 15:04:00,2022-03-18 15:03:59,2022-03-18 15:04:00,"520 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,UNFOUNDED
202200441,2022-03-18 00:00:00,2022-03-18 00:00:00,2022-03-18 00:00:00,"1306 ROLLINS ST, COLUMBIA MO, 65201     ", ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202200440,2022-03-18 00:00:00,2022-03-18 00:00:00,2022-03-18 00:00:00,"413 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202200439,2022-03-18 01:51:00,2022-03-18 01:51:00,2022-03-18 01:51:00,"599 E STEWART RD, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202200439,2022-03-18 01:51:00,2022-03-18 01:51:00,2022-03-18 01:51:00,"599 E STEWART RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202200438,2022-03-17 23:57:00,2022-03-17 23:56:59,2022-03-17 23:57:00,"611 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202200438,2022-03-17 23:57:00,2022-03-17 23:56:59,2022-03-17 23:57:00,"611 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202200437,2022-03-17 22:35:00,2022-03-17 22:35:00,2022-03-17 22:35:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202200436,2022-03-17 22:04:00,2022-03-17 22:03:59,2022-03-17 22:04:00,"600 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202200436,2022-03-17 22:04:00,2022-03-17 22:03:59,2022-03-17 22:04:00,"600 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202200436,2022-03-17 22:04:00,2022-03-17 22:03:59,2022-03-17 22:04:00,"600 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200435,2022-03-17 22:44:00,2022-03-17 22:43:59,2022-03-17 22:44:00,"600 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202200433,2022-03-17 15:18:00,2022-03-17 11:00:00,2022-03-17 15:00:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202200432,2022-03-17 15:40:00,2022-03-11 16:00:00,2022-03-16 11:00:00,"4302 LENOIR ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY)
202200432,2022-03-17 15:40:00,2022-03-11 16:00:00,2022-03-16 11:00:00,"4302 LENOIR ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY)
202200431,2022-03-17 11:52:31,2022-03-17 09:00:30,2022-03-17 11:52:31,"915 LOCUST ST, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202200430,2022-03-12 05:13:00,2022-03-12 05:13:00,2022-03-12 05:13:00,"1299 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202200429,2022-03-17 01:43:00,2022-03-17 01:43:00,2022-03-17 01:43:00,"701 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200429,2022-03-17 01:43:00,2022-03-17 01:43:00,2022-03-17 01:43:00,"701 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202200428,2022-03-17 00:32:00,2022-03-17 00:31:59,2022-03-17 00:32:00,"1099 UNIVERSITY AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202200427,2022-03-16 23:31:00,2022-03-16 23:30:59,2022-03-16 23:31:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202200426,2022-03-16 22:24:00,2022-03-16 22:24:00,2022-03-16 22:24:00,"111 HITT ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202200426,2022-03-16 22:24:00,2022-03-16 22:24:00,2022-03-16 22:24:00,"111 HITT ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202200426,2022-03-16 22:24:00,2022-03-16 22:24:00,2022-03-16 22:24:00,"111 HITT ST, COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - REPORTABLE,DRUG - NARCOTIC,CLEARED BY ARREST
202200425,2022-03-16 16:58:00,2022-03-16 16:57:59,2022-03-16 16:58:00,"901 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202200424,2022-03-16 13:42:00,2022-03-16 13:42:00,2022-03-16 13:42:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202200423,2022-03-17 09:23:11,2022-03-16 13:00:00,2022-03-16 13:17:00,"111 E STEWART RD, COLUMBIA MO, 65203     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202200422,2022-03-16 16:03:28,2022-03-16 10:10:00,2022-03-16 10:11:00,"915 LOCUST ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202200421,2022-03-16 15:28:43,2022-03-16 09:50:00,2022-03-16 10:00:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202200420,2022-03-16 09:51:00,2022-03-16 05:02:00,2022-03-16 09:51:00,"808 RICHMOND AVE, COLUMBIA MO, 65201     ",NO  ,EXPARTE / ORDER OF PROTECTION VIOLATION,EXPARTE / ORDER OF PROTECTION VIOLATION,EXCEPTIONALLY CLEARED
202200420,2022-03-16 09:51:00,2022-03-16 05:02:00,2022-03-16 09:51:00,"808 RICHMOND AVE, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,EXPARTE / ORDER OF PROTECTION VIOLATION,EXCEPTIONALLY CLEARED
202200419,2022-03-16 02:01:00,2022-03-14 18:00:00,2022-03-16 02:01:00,"404 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202200418,2022-03-16 02:06:00,2022-03-16 02:05:59,2022-03-16 02:06:00,"320 S SIXTH ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202200418,2022-03-16 02:06:00,2022-03-16 02:05:59,2022-03-16 02:06:00,"320 S SIXTH ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
