case_number,time_reported,time_occured,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202201700,11/10/2022 11:45:00 am,11/06/2022 08:00:00 pm-11/09/2022 02:30:00 pm,"515 S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY)
202201699,11/10/2022 10:42:40 am,11/10/2022 09:45:39 am-11/10/2022 09:48:40 am,"515 S 5TH ST , COLUMBIA MO, 65211     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202201698,11/09/2022 12:02:00 pm,09/11/2022 12:28:00 am-09/30/2022 08:57:00 am,"906 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED
202201697,11/09/2022 09:47:00 am,11/08/2022 08:30:00 pm-11/09/2022 09:40:00 am,"809 RICHMOND AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202201696,11/08/2022 08:15:00 am,11/05/2022 02:00:00 pm-11/06/2022 08:00:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202201695,11/08/2022 01:31:45 am,11/08/2022 12:15:00 am-11/08/2022 12:20:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202201694,11/07/2022 06:10:00 pm,11/07/2022 06:09:59 pm-11/07/2022 06:10:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202201693,11/07/2022 04:57:00 pm,11/04/2022 01:20:00 pm-11/04/2022 01:20:00 pm,"1100 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,STALKING,STALKING,ACTIVE
202201692,11/09/2022 10:44:00 am,11/07/2022 08:18:00 am-11/07/2022 08:18:00 am,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202201691,11/07/2022 07:11:00 am,11/05/2022 06:03:00 am-11/05/2022 06:03:00 am,"1601 OLD 63 S , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202201690,11/07/2022 05:01:25 am,11/07/2022 05:01:24 am-11/07/2022 05:01:25 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202201689,11/06/2022 07:47:00 pm,11/06/2022 07:46:59 pm-11/06/2022 07:47:00 pm,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202201689,11/06/2022 07:47:00 pm,11/06/2022 07:46:59 pm-11/06/2022 07:47:00 pm,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202201688,11/06/2022 06:02:00 pm,10/01/2022 12:00:00 am-11/06/2022 06:02:00 pm,"1202 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,LARCENY - THEFT FROM BUILDING,EXCEPTIONALLY CLEARED
202201688,11/06/2022 06:02:00 pm,10/01/2022 12:00:00 am-11/06/2022 06:02:00 pm,"1202 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,EXCEPTIONALLY CLEARED
202201687,11/05/2022 11:48:00 pm,11/05/2022 07:56:00 pm-11/05/2022 08:00:00 pm,"801 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,BOMB THREAT,BOMB THREAT,CLEARED BY ARREST
202201686,11/05/2022 09:53:00 pm,11/05/2022 09:52:59 pm-11/05/2022 09:53:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,RESISTING ARREST BY FLEEING,FORGERY,CLEARED BY ARREST
202201686,11/05/2022 09:53:00 pm,11/05/2022 09:52:59 pm-11/05/2022 09:53:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202201685,11/05/2022 08:40:00 pm,11/05/2022 08:39:59 pm-11/05/2022 08:40:00 pm,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202201684,11/05/2022 12:13:00 pm,11/05/2022 12:13:00 pm-11/05/2022 12:13:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202201683,11/05/2022 10:34:00 am,11/05/2022 10:34:00 am-11/05/2022 10:34:00 am,"700 E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202201682,11/05/2022 07:27:00 am,11/04/2022 11:30:00 pm-11/05/2022 07:20:00 am,"602 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202201681,11/05/2022 06:06:00 am,11/05/2022 06:06:00 am-11/05/2022 06:06:00 am,"1199 E STADIUM BLVD/S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202201680,11/05/2022 12:00:00 am,11/05/2022 12:00:00 am-11/05/2022 12:00:00 am,"1024 ASHLAND RD , COLUMBIA MO, 65201     ", ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202201679,11/05/2022 02:19:00 am,11/05/2022 02:10:00 am-11/05/2022 02:15:00 am,"904 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202201678,11/05/2022 12:35:00 am,11/04/2022 11:48:00 pm-11/05/2022 12:00:00 am,"1300 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,MEDICAL EMERGENCY,MEDICAL EMERGENCY,CLOSED
202201677,11/05/2022 12:46:11 am,11/05/2022 12:46:10 am-11/05/2022 12:46:11 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202201676,11/04/2022 11:13:00 pm,11/04/2022 11:13:00 pm-11/04/2022 11:13:00 pm,"904 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202201676,11/04/2022 11:13:00 pm,11/04/2022 11:13:00 pm-11/04/2022 11:13:00 pm,"904 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202201675,11/04/2022 11:45:00 pm,11/04/2022 10:30:00 pm-11/04/2022 10:45:00 pm,"1199 E STADIUM BLVD/ROCK QUARRY RD , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,EXCEPTIONALLY CLEARED
202201674,11/04/2022 04:01:00 pm,10/24/2022 04:00:00 pm-10/24/2022 04:00:00 pm,"907 HITT ST , COLUMBIA MO, 65201     ",NO  ,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202201673,11/04/2022 06:20:00 pm,11/04/2022 06:20:00 pm-11/04/2022 06:20:00 pm,"800 VIRGINIA AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202201672,11/04/2022 05:27:00 pm,10/30/2022 10:00:00 pm-11/04/2022 04:00:00 pm,"851 CHAMPIONS DR , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202201671,11/03/2022 12:00:00 am,11/03/2022 12:00:00 am-11/03/2022 12:00:00 am,"901 HITT ST , COLUMBIA MO,           ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202201670,11/04/2022 11:16:00 am,11/03/2022 08:00:00 am-11/03/2022 08:05:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,IDENTITY THEFT,IDENTITY THEFT,INACTIVE (MUPD ONLY)
202201669,11/04/2022 01:35:00 am,11/04/2022 01:35:00 am-11/04/2022 01:35:00 am,"1111 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DISORDERLY CONDUCT,DISORDERLY CONDUCT,CLEARED BY ARREST
202201668,11/04/2022 12:59:00 am,11/04/2022 12:58:59 am-11/04/2022 12:59:00 am,"699 CONLEY AVE/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202201667,11/04/2022 12:21:00 am,11/04/2022 12:21:00 am-11/04/2022 12:21:00 am,"799 HITT ST/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202201667,11/04/2022 12:21:00 am,11/04/2022 12:21:00 am-11/04/2022 12:21:00 am,"799 HITT ST/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202201666,11/03/2022 09:32:00 pm,11/03/2022 09:32:00 pm-11/03/2022 09:32:00 pm,"1089 ROLLINS ST/HITT ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202201665,11/03/2022 05:54:00 pm,11/03/2022 05:53:59 pm-11/03/2022 05:54:00 pm,"901 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,ACTIVE
202201665,11/03/2022 05:54:00 pm,11/03/2022 05:53:59 pm-11/03/2022 05:54:00 pm,"901 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,LARCENY - THEFT FROM BUILDING,ACTIVE
202201664,11/03/2022 10:12:00 am,10/29/2022 06:30:00 pm-10/31/2022 11:00:00 am,"1030 HITT ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202201663,11/03/2022 09:54:00 am,10/28/2022 09:30:00 am-10/31/2022 04:00:00 pm,"1030 HITT ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202201662,11/03/2022 12:00:00 am,11/02/2022 11:41:59 pm-11/03/2022 12:00:00 am,"499 KENTUCKY BLVD/CURTIS AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202201661,11/02/2022 10:20:00 pm,11/02/2022 10:19:59 pm-11/02/2022 10:20:00 pm,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202201660,11/02/2022 12:00:00 am,11/02/2022 12:00:00 am-11/02/2022 12:00:00 am,"0 S COLLEGE AVE/HOSPITAL DR , COLUMBIA MO, 65201     ", ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202201659,11/02/2022 02:55:00 pm,10/31/2022 08:00:59 pm-11/02/2022 10:30:00 am,"405 KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE
202201658,11/02/2022 11:41:00 am,11/01/2022 09:30:00 pm-11/02/2022 11:41:00 am,"515 S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,ACTIVE
202201657,11/02/2022 03:34:59 pm,11/02/2022 10:43:00 am-11/02/2022 10:44:59 am,"404 KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202201656,11/02/2022 10:48:00 am,10/14/2022 12:00:00 am-10/31/2022 12:00:00 am,"908 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202201655,11/02/2022 01:47:00 am,11/02/2022 01:46:59 am-11/02/2022 01:47:00 am,"0 S PROVIDENCE RD/E GREEN MEADOWS RD , COLUMBIA MO, 65203     ",NO  ,DWI,DWI,CLEARED BY ARREST
202201655,11/02/2022 01:47:00 am,11/02/2022 01:46:59 am-11/02/2022 01:47:00 am,"0 S PROVIDENCE RD/E GREEN MEADOWS RD , COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202201654,11/02/2022 01:08:00 am,11/02/2022 01:07:59 am-11/02/2022 01:08:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,INACTIVE (MUPD ONLY)
202201654,11/02/2022 01:08:00 am,11/02/2022 01:07:59 am-11/02/2022 01:08:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY)
202201653,11/01/2022 05:11:00 pm,10/31/2022 02:00:00 pm-11/01/2022 05:11:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202201652,11/01/2022 03:50:00 pm,11/01/2022 03:49:59 pm-11/01/2022 03:50:00 pm,"699 E STADIUM BLVD/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202201651,11/01/2022 03:10:00 pm,11/01/2022 03:10:00 pm-11/01/2022 03:10:00 pm,"499 S COLLEGE AVE/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202201650,11/01/2022 02:07:00 pm,11/01/2022 02:06:59 pm-11/01/2022 02:07:00 pm,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202201649,11/01/2022 01:21:00 pm,11/01/2022 01:21:00 pm-11/01/2022 01:21:00 pm,"3215 WINGATE CT , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202201648,11/01/2022 10:16:00 am,11/01/2022 09:04:00 am-11/01/2022 10:16:00 am,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202201647,11/01/2022 02:53:39 pm,11/01/2022 02:53:38 pm-11/01/2022 02:53:39 pm,"1007 TIGER AVE , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202201646,11/01/2022 10:09:00 am,11/01/2022 10:09:00 am-11/01/2022 10:09:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202201646,11/01/2022 10:09:00 am,11/01/2022 10:09:00 am-11/01/2022 10:09:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202201645,11/01/2022 03:34:34 pm,09/15/2022 07:00:33 am-11/01/2022 03:34:34 pm,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202201644,11/01/2022 08:05:00 am,11/01/2022 08:04:59 am-11/01/2022 08:05:00 am,"1174 ASHLAND RD/EAST CAMPUS DR , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202201643,11/01/2022 01:54:00 am,11/01/2022 01:53:59 am-11/01/2022 01:54:00 am,"2500 OLD 63 , COLUMBIA MO,           ",NO  ,DWI,DWI,CLEARED BY ARREST
202201643,11/01/2022 01:54:00 am,11/01/2022 01:53:59 am-11/01/2022 01:54:00 am,"2500 OLD 63 , COLUMBIA MO,           ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202201643,11/01/2022 01:54:00 am,11/01/2022 01:53:59 am-11/01/2022 01:54:00 am,"2500 OLD 63 , COLUMBIA MO,           ",NO  ,LIQUOR LAW,DWI,CLEARED BY ARREST
202201642,11/01/2022 12:07:00 am,11/01/2022 12:06:59 am-11/01/2022 12:07:00 am,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202201642,11/01/2022 12:07:00 am,11/01/2022 12:06:59 am-11/01/2022 12:07:00 am,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202201641,11/01/2022 04:39:11 am,10/31/2022 11:24:00 pm-10/31/2022 11:24:00 pm,"908 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202201641,11/01/2022 04:39:11 am,10/31/2022 11:24:00 pm-10/31/2022 11:24:00 pm,"908 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202201640,10/31/2022 10:29:00 am,10/30/2022 08:00:00 pm-10/31/2022 07:15:00 am,"915 RICHMOND AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202201639,10/31/2022 09:31:00 am,10/30/2022 09:00:00 pm-10/31/2022 06:30:00 am,"602 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE
202201639,10/31/2022 09:31:00 am,10/30/2022 09:00:00 pm-10/31/2022 06:30:00 am,"602 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,CREDIT CARD/ATM (MACHINE) FRAUD,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE
202201638,10/31/2022 02:02:00 am,10/31/2022 02:01:59 am-10/31/2022 02:02:00 am,"1499 S OLD 63/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - PARAPHERNALIA / EQUIPMENT,INACTIVE (MUPD ONLY)
202201638,10/31/2022 02:02:00 am,10/31/2022 02:01:59 am-10/31/2022 02:02:00 am,"1499 S OLD 63/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,INACTIVE (MUPD ONLY)
202201637,10/30/2022 03:09:00 pm,10/30/2022 03:08:59 pm-10/30/2022 03:09:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202201636,10/30/2022 04:12:35 am,10/30/2022 01:25:00 am-10/30/2022 01:25:00 am,"999 VIRGINIA AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202201635,10/30/2022 12:29:00 am,10/30/2022 12:29:00 am-10/30/2022 12:29:00 am,"616 HITT ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202201634,10/29/2022 07:37:00 pm,10/29/2022 07:37:00 pm-10/29/2022 07:37:00 pm,"499 S COLLEGE AVE/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202201633,10/29/2022 02:38:00 pm,10/29/2022 01:36:00 pm-10/29/2022 02:38:00 pm,"1202 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,PORNOGRAPHY,PORNOGRAPHY,EXCEPTIONALLY CLEARED
202201632,10/29/2022 12:34:00 pm,10/29/2022 10:00:00 am-10/29/2022 12:23:00 pm,"2103 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202201632,10/29/2022 12:34:00 pm,10/29/2022 10:00:00 am-10/29/2022 12:23:00 pm,"2103 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,PROPERTY DAMAGE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202201631,10/29/2022 12:09:00 am,10/29/2022 12:09:00 am-10/29/2022 12:09:00 am,"1306 ROLLINS RD , COLUMBIA MO, 65203     ",NO  ,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202201631,10/29/2022 12:09:00 am,10/29/2022 12:09:00 am-10/29/2022 12:09:00 am,"1306 ROLLINS RD , COLUMBIA MO, 65203     ",NO  ,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202201630,10/28/2022 09:17:00 pm,10/28/2022 09:17:00 pm-10/28/2022 09:17:00 pm,"851 CHAMPIONS DR , COLUMBIA MO, 65201     ",NO  ,SELF-INFLICTED INJ,SELF-INFLICTED INJ,CLOSED
202201629,10/29/2022 04:22:52 am,10/28/2022 09:02:00 pm-10/28/2022 09:02:00 pm,"1 CHAMPIONS DR , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202201628,10/29/2022 03:48:10 pm,10/28/2022 07:15:00 pm-10/28/2022 07:30:00 pm,"1000 ROLLINS STREET , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202201627,10/28/2022 05:07:00 pm,10/28/2022 05:06:59 pm-10/28/2022 05:07:00 pm,"1114 UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202201626,10/28/2022 01:41:00 pm,10/23/2022 12:00:00 am-10/28/2022 10:30:00 am,"4968 S RANGELINE RD , COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - NOT REPORTABLE,OTHER OFFENSE - NOT REPORTABLE,INACTIVE (MUPD ONLY)
202201625,10/29/2022 03:39:08 pm,10/28/2022 12:53:00 pm-10/28/2022 01:04:00 pm,"799 TIGER AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202201624,10/28/2022 11:24:00 am,10/22/2022 06:30:00 pm-10/27/2022 02:00:00 pm,"1004 TIGER AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202201623,10/28/2022 09:07:00 am,10/28/2022 09:07:00 am-10/28/2022 09:07:00 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202201622,10/28/2022 05:52:00 am,10/28/2022 05:52:00 am-10/28/2022 05:52:00 am,"416 S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202201621,10/28/2022 02:50:00 am,10/28/2022 02:50:00 am-10/28/2022 02:50:00 am,"1099 S PROVIDENCE RD/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202201620,10/27/2022 05:04:00 pm,10/27/2022 03:06:00 pm-10/27/2022 03:15:00 pm,"1 CHAMPIONS DR , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202201620,10/27/2022 05:04:00 pm,10/27/2022 03:06:00 pm-10/27/2022 03:15:00 pm,"1 CHAMPIONS DR , COLUMBIA MO, 65201     ",NO  ,CREDIT CARD/ATM (MACHINE) FRAUD,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202201619,10/27/2022 12:00:00 am,10/27/2022 12:00:00 am-10/27/2022 12:00:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ", ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202201618,10/27/2022 11:48:00 am,10/25/2022 09:00:00 am-10/25/2022 09:30:00 am,"901 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202201617,10/26/2022 12:00:00 am,10/26/2022 12:00:00 am-10/26/2022 12:00:00 am,"1100 ROLLINS ST , COLUMBIA MO,           ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202201616,10/26/2022 10:52:00 pm,10/26/2022 10:51:59 pm-10/26/2022 10:52:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-INTIMIDATION,ASSAULT-INTIMIDATION,CLEARED BY ARREST
202201615,10/26/2022 09:12:00 pm,10/26/2022 09:11:59 pm-10/26/2022 09:12:00 pm,"1003 TIGER AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202201615,10/26/2022 09:12:00 pm,10/26/2022 09:11:59 pm-10/26/2022 09:12:00 pm,"1003 TIGER AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202201615,10/26/2022 09:12:00 pm,10/26/2022 09:11:59 pm-10/26/2022 09:12:00 pm,"1003 TIGER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202201614,10/27/2022 08:19:22 pm,10/26/2022 04:00:00 pm-10/26/2022 07:26:00 pm,"800 RICHMOND AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202201613,10/26/2022 05:24:00 pm,10/26/2022 05:20:00 pm-10/26/2022 05:24:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED
